,ItemNo,AItemName
5048,722,غطاء المونيوم شبك 80*80سم ريبيتال
5049,723,غطاء المونيوم 70*50 سم ريبيتال
5050,716,غراء حار 1كيلو 714
5051,725,غطاء المونيوم 70*70سم ريبيتال
5052,728,طبلون 42 * 400A-ABB مع مفتاح كامل
5053,719,غراء موكيت جالون
5054,72,توصيلة كهرباء 5 متروطنى
5055,717,غراء رخام ابو جمل
5056,729,غطاء مجلفن30*30سم
5057,730,غطاء مجلفن40*40سم
5058,731,غطاء مجلفن50*50سم
5059,732,غطاء مجلفن60*60سم
5060,733,غطاء مجلفن70*70سم
5061,734,نقاص اكوثيرم  63 *25 ملى المانى
5062,726,رقبة خلاط متحرك
5063,724,غطاء المونيوم شبك 60*60سم ريبيتال
5064,735,غطاء زهر 30*30سم مربع
5065,736,غطاء زهر40*40سم مدور
5066,727,غطاء كرسى افرنجى 010 ابيض
5067,73,توصيلة كهرباء10 متروطنى
5068,743,غطاء زهر70*70سم بلدية ثقيل80 كيلو
5069,744,غطاء زهر70*70 مربع خفيف هندى25 كيلو
5070,745,غطاس مكيف صحراوى85 وات220
5071,85,"لي جرجورانجليزى 1/4-1"""
5072,746,غطاس مكيف صحراوى115وات*220
5073,747,غطاس مكيف صحراوى130 وات 220
5074,74,"اسبانر 10"" صينى"
5075,739,غطاء زهر 50*50 سم مربع
5076,738,غطاء زهر50*50سم مدور
5077,740,غطاء زهر60* 60 سم مدور
5078,741,غطاء زهر60*60 مربع خفيف هندي 16كيلو
5079,749,"غليون ابيض 2"" * 1/2-1"""
5080,750,"غليون ابيض2"""
5081,751,غليون ابلكو 50 * 50 مم
5082,752,فحص كهرباء
5083,748,غليون ابيض1/2-1*1/2-1
5084,757,سروطه جلمبو سن دج
5085,758,شبكة حراري قبلان 26خط 90*32 ملى معزول
5086,75,"اسبانر 8"" صينى"
5087,754,"فرشة بويا 2"""
5088,755,"فرشة بويا 3"""
5089,756,"فرشة بويا 4"""
5090,753,"فرشة بويا 1"""
5091,759,مغطس 185*110 فوق البلاط ابيض بدر
5092,760,فرشة سلك تليس
5093,761,مغسلة ابيض 189 ستاربلس
5094,762,فيش 13امبيرمع مفتاح الرائد
5095,763,مفتاح مفرد دركسون ابيض الفا
5096,764,فيش 16امبيربيج NAS- PLUS
5097,766,فيش 16امبير ابيض الرائد wc 460
5098,767,فيش 32امبيرمع لمبة 7*7ميرالفا
5099,76,قلب باب خشب تركي
5100,768,فيش انثى
5101,769,مفتاح مفرد دركسون بيج NAS PLUS
5102,765,صفاية كروم 15*15سمLERNALDOم
5103,77,"سكر ظرف 3/4"" المانى"
5104,770,سستا كهرباء 40 مترامريكى
5105,771,مفتاح مجوز دركسون بيج NAS PLUS
5106,772,مفتاح مفرد دركسون ابيض NAS PLUS
5107,773,فيش دش ا لرائد
5108,775,فيش ذكر15امبير
5109,776,"قفيز لى 1/4-1"""
5110,778,مغسلة ابيض موديل لبنانى انكور
5111,774,كنيكتر حديد 25 ملي
5112,779,مرايا 2147 B
5113,78,"سكر ظرف 3/4"" BORASCH"
5114,777,مغسلة ابيض هندى صغير
5115,781,كرسى افرنجى ابيض 099 ستار بلس
5116,782,مغسلة دلاب ابيض 80 سم AW6808
5117,783,فيش فولتير110*220 الرائد
5118,784,فيش مجوز16امبيرالرائد
5119,787,قاطع متعدد مخارج 600امبيرميتسوبيشي
5120,786,قاطع بالعلبة A100 الفنار
5121,780,فيش ذكر16امبير موديل
5122,785,فيش مجوز لجراند
5123,792,قاعدة نجف1*40 خط127 منار
5124,793,قاعدة نجف1*40 خط 220 منار
5125,803,قاعدة سبورت لائت 7 سم
5126,789,قاطع بالعلبة 63 Aالترا
5127,794,قاعدة نجف2*40خط127
5128,795,صندوق خدمة 60*40*20
5129,798,قاعدة نجف1*20خط127
5130,799,قاعدة نجف1* 20 خط 220
5131,79,سيفون كروم ضغط كرسي عربي المانى
5132,797,قاعدة نجف ليد بغطاء 2*40
5133,796,قاعدة نجف بغطاء 2*40خط220*521
5134,800,قاعدة نجف2*20خط220
5135,8000,ضريبة قيمة مضافة
5136,2146,كرسى افرنجى ابيض مرمرسعودى خزف
5137,8,سكر تركى  سكين 40 مم
5138,791,كنيكتر حديد 35 ملي
5139,801,قاعدة نجف2*40خط220 سينار
5140,802,قاعدة نجف شرائح30*60
5141,804,قاعدة سبورت لايت ابيض R50
5142,805,قاعدة سبورت لايت ابيض R63
5143,807,قاعدة سبورت لايت ذهبي R50
5144,809,قاعدة سبورت لايت ذهبي R80
5145,1042,"كوع حار 1/2-1"" ضغط 80"
5146,806,قاعدة سبورت لايت ابيض R80
5147,81,غطاء زهر70*70 مدور 90 كيلو ثقيل هندي
5148,810,قاعدة سبورت لايت برونز R50
5149,808,قاعدة سبورت لايت ذهبي R63
5150,80,لي جرجورايطالي1/4-1
5151,811,قاعدة سبورت لايت برونز R63
5152,812,قاعدة سبورت لايت برونز R80
5153,813,قاعدة نجف ضدالماء1*20*220
5154,814,قاعدة نجف ضدالماء1*40*110
5155,815,قزاز 36 شمع صيني
5156,816,قزاز 18 شمع صيني
5157,817,قزاز 20 شمع امريكى
5158,819,لمبة كشاف1000 شمع
5159,82,جرجوركهرباءاسود 16مم
5160,818,قزاز 36 شمع فلبس
5161,821,خلاط مجلة خرم 1 ارابيسك
5162,822,قسام ابيض نامات 114 ملى ضغط 40
5163,823,"قسام بارد 1/2-1""ضغط80"
5164,824,"قسام بارد 1/4-1""ضغط80"
5165,825,"قسام حار 3/4"""
5166,826,"قسام بارد 1/2""ضغط80"
5167,828,"قسام ابيض 1/2-1"" ضغط 40"
5168,829,"قسام ابيض 1/4-1"" ضغط 40"
5169,83,جرجوركهرباءاسود 23مم
5170,830,"جلبة سنة بارد 4"""
5171,820,كنيكتر حديد 50 ملي
5172,827,"قسام حار 1/2"""
5173,831,"قسام حار 1/4-1"""
5174,833,انتركام 16خط STR المانى
5175,834,قسام تركي 20 ملى
5176,835,قسام تركي 25 ملى
5177,837,قسام تركي 32 ملى
5178,838,قسام بارد 50 ملي ضغط 80
5179,841,قسام تركي 75 ملى
5180,832,قسام ابيض 160 ملي ضغط 40
5181,84,جرس باكستانى
5182,842,قسام بارد 90 مم ضغط 80
5183,836,"قسام ابيض 3/4"" ضغط 40"
5184,843,قسام سدة ابيض 110مم ضغط 40
5185,839,قسام بارد 63 مم ضغط 80
5186,840,قسام بارد 75ملى ضغط 80
5187,844,قسام كهرباء 10*10سم  بلاستيك
5188,846,قسام كهرباء 20*20سم بلاستيك
5189,847,مفتاح مفرد ابيض NAS PLUS
5190,848,مفتاح مفرد بيج NAS PLUS
5191,849,مفتاح مجوز ابيض NAS PLUS
5192,850,مفتاح مجوز بيج NAS PLUS
5193,851,خلاط شطاف ارابيسك
5194,852,قسام دينمو اتوماتيك
5195,853,"قسام سنة تركي 20*1/2"" مم"
5196,855,"قسام سنة تركي 25*3/4"""
5197,4792,مبولة ابيض خزف
5198,527,سلك مفرد 6 ملى الفنار رقم 10
5199,856,"قسام سنة تركي 32 *1"""
5200,857,"قسام سنة حار نحاس1"""
5201,858,"قسام سنة حار نحاس 1/2*1/2"""
5202,859,"قسام سنة حار نحاس 3/4*1/2"""
5203,860,"قسام سنة حار نحاس 3/4*3/4"""
5204,862,"قسام بارد 1""ضغط80"
5205,863,"قسام حار 1"""
5206,5695,مغسلة ابيض 1/2 عمود 026 ستامينا
5207,864,قسام نامات 110 ملى
5208,865,"قسام حار 1/2-1"""
5209,86,غطاس TOP بيدرولة
5210,854,قسام سنة قبلان 25*1/2 ملى
5211,866,قسام ابلكو 110 ملى
5212,867,قسام ابلكو 110 * 50 ملى
5213,868,قسام ابلكو 110*75 ملى
5214,869,قسام ابيض 110 ملي ضغط 40
5215,870,قسام ابيض 114 ملي ضغط 40
5216,871,قسام ابلكو 160*160 ملى
5217,872,قسام نامات 160*160مم
5218,873,"قسام ابيض 2"" ضغط 40"
5219,874,"قسام بارد 2"" ضغط 80"
5220,87,"جلبة بارد 1 ""ضغط80"
5221,875,قسام قبلان 25 ملى
5222,876,"قسام ابيض 3""ضغط 40"
5223,877,"قسام بارد 3/4""ضغط80"
5224,878,قسام ابلكو 50  ملى
5225,879,قسام ابلكو 75 ملي
5226,88,جلبة بارد 1/4-1 ضغط80
5227,881,"قسام حديد 1/2-1""ياباني"
5228,882,"قسام حديد 1/4-1"" يابانى"
5229,883,"قسام حديد 2"" ياباني"
5230,884,"قسام حديد 3"" ياباني"
5231,885,"قسام حديد 3/4"" ياباني"
5232,880,"قسام حديد1""ياباني"
5233,886,كوع اكواثيرم 110 ملى المانى
5234,888,"قسام كروم 1/2"""
5235,889,قسام فيش كهرباء 13&16امبير
5236,89,"جلبة سنة حار 3/4""*3/4 نحاس"
5237,890,قسام فيش كهرباء اسبانى
5238,892,هواية 110 رمادي مزايا
5239,893,"جلبة ملبوش حديد3/4"""
5240,896,"شماسة 1/2"" كبير+*"
5241,895,قسام كهرباء 25 ملي 4 خط ايجاء
5242,887,"قسام غاز 1/2"""
5243,894,صباب دش مخفى 031 صينى
5244,899,غطاء دش  ائيديل
5245,9,خلاط بارد سيلرى
5246,891,قسام فيش كهرباء 13 امبير وطني
5247,900,"كوع سنة حار 3/4 ""*3/4"" بلاستيك"
5248,901,قسام واي ابيض 110ملى جودة ضغط 40
5249,902,جلبة سنة قبلان 40- 1/4-1
5250,903,قسام واي ابيض 110 ملي ضغط 40
5251,904,قسام واي ابيض نامات 114 ملى ضغط 40
5252,905,قسام واي ابيض 160 ملي ضغط 40
5253,906,كوع كهرباء 50 ملى صغير خفيف
5254,907,قسام واي نامات 200* 160 ملى
5255,908,"قسام واي ابيض 2"" ضغط 40"
5256,909,"قسام واي ابيض 3""ضغط 40"
5257,91,جلبة ابيض 1/2 ضغط40
5258,910,قسام واي ابلكو 110 ملى
5259,911,قسام واي ابلكو 110*75 ملى
5260,912,قسام واي ابلكو 160*160 ملى
5261,913,قسام واي ابلكو 50 ملى
5262,914,قش مكيف صحراوى 24*24
5263,915,قش مكيف صحراوى 24*30
5264,916,قش مكيف صحراوى 30*30
5265,917,فيش مفرد 16 امبير ابيض wc460
5266,919,كرسى افرنجى ابيض 1718 ائيديل
5267,92,"جلبة بارد 1/2""ضغط80"
5268,922,قفل علاقى طويل
5269,918,قطاعة حديد 180 ملي صينى
5270,923,قفل علاقى 70 ملي
5271,928,قفيز بلاستيك كهرباء  14مم
5272,920,قفل علاقى 32 ملي
5273,921,قفل علاقى 38 ملي
5274,924,توصيلة 3 متر الفنار
5275,925,قفيز بلاستيك كهرباء علبة 25مم
5276,926,قفيز بلاستيك كهرباء 10مم
5277,927,قفيز بلاستيك كهرباء 12مم
5278,929,قفيز بلاستيك كهرباء علبة 16مم
5279,93,"جلبة حار1/2"""
5280,931,قفيز بلاستيك كهرباء علبة 4 مم
5281,932,قفيز بلاستيك كهرباء علبة6 مم
5282,933,قفيز بلاستيك كهرباء علبة 7 مم
5283,934,قفيز بلاستيك كهرباء علبة8 مم
5284,938,"قفيز حديد 1/2-1""U"
5285,930,قفيز بلاستيك كهرباء علبة 20مم
5286,942,"قفيز حديد مسمار 1"""
5287,943,"قفيز حديد مسمار 2"""
5288,941,"قفيز حديد 3/4"" طرف واحد"
5289,937,"قفيز حديد 1/2"""
5290,936,"جلبة ملبوش حديد 1/2"""
5291,940,"مسمار صاج 1/2-2""*6 علبة"
5292,939,"قفيز حديد 2""U"
5293,935,"قفيز حديد 4""U"
5294,944,"قفيز لى1"""
5295,945,"قفيز لى2"""
5296,946,"قفيز لى3/4"""
5297,947,"قفيز مع ربر 1/2-2"""
5298,948,"قفيز مع ربر 4"" 110"
5299,95,"جلبة بارد 1/2-1""ضغط80"
5300,94,"جلبة ابيض 1/2-1"" ضغط 40"
5301,951,"نيبل حديد  1/4-1"" يابانى"
5302,952,ترانس 150شمع
5303,953,ترانس 400 شمع
5304,955,قلب درج
5305,949,"قفيز مع ربر 6"""
5306,956,ترانس سينار40*110
5307,957,قلب سخان ارستون ايطالى
5308,959,ترانس سينار20*110
5309,960,ترانس سينار40*220
5310,96,جلبة حار 1/2-1
5311,958,قلب سخان خزف
5312,963,ميزان بناء 60 سم
5313,964,مرايا 120*80 سم 1017-A
5314,965,كرسى عربى بيج هندى
5315,966,"سكر ايطالي 3"" ZAIN"
5316,962,قلب باب خشب يال اصلى
5317,954,قلب باب خشب كمبيوترصينى 5 مفتاح
5318,968,كابينة زجاج مربع 90*90سم
5319,969,كرسى افرنجى ابيض 038 *25 ستار بلس
5320,97,"جلبة حديد 3/4"" موديل"
5321,970,شدوصل قبلان 40 مم
5322,971,"جلبة سنة قبلان 20 * 1/2"""
5323,972,شبكة حرارى قبلان 10خط 63× 32 ملى معزول
5324,973,كرسى افرنجى ابيض 086 ستار بلس
5325,975,خلاط دش كرستال مذهب
5326,976,خلاط مجلة جداركرستال مذهب
5327,1468,غطاء دش يوروسمارت 19450جروهى
5328,977,خلاط بيدى فيورى ايطالي
5329,978,"جلبة ذكر بارد 4"""
5330,98,"جلبة ابيض 1/4-1"" ضغط 40"
5331,981,خزان معزول 4 طبقات6000 لتر
5332,982,مغسلة ابيض 310ستاربلس
5333,983,سستا كهرباء 80 مترامريكى
5334,985,مرايا 60*80 0413A ائيديل
5335,987,كرسى افرنجى بورسلينا
5336,984,"كوع سنة قبلان 20 *1/2"""
5337,988,كرسى عربى ابيض كبيرLECICO
5338,979,"مروحة شفط سقف KDK-24CUG-220V-""4"
5339,980,خزان معزول 4 طبقات 5000 لتر
5340,989,كرسى افرنجى جدارى بورسلينا مرينا
5341,99,"جلبة حار 1/4-1"""
5342,990,"كوع حديد 1""صينى"
5343,992,مقبض كرسى لكبار السن
5344,986,خلاط مغسلة طويل فلورا
5345,991,طبلون 24* 200A الترا ريسان بدون مفتاح
5346,994,كرسى عربى ابيض هندى
5347,995,كرسى افرنجى بيج 136  ستار بلس
5348,996,كشاف 150شمع
5349,997,كشاف 400 شمع بدون لمبة
5350,998,كفرعربية ثقيل
5351,993,كرسى عربى ابيض خزف سعودي وادى
5352,5550,مرايا 60*80 دائمند 020
5353,1897,"مسمار صاج 1"" *6"" علبة"
5354,3771,كوع فاتح بارد 110 ضغط80
5355,5551,سلباك 50 ملى
5356,5553,غطاء قسام كهرباء 25مم ايجاء
5357,2321,قلب فلترابيض اتلس
5358,2766,مزراب 3 بوصة ذهبى ستامينا
5359,537,صاعد مربع GAOJI-SERIES
5360,999,كفوف ابيض صيني بالحبة
5361,5552,قاعدة نجف شرائح ليد 60 سم هونداي
5362,5554,شبكة حرارى قبلان 34خط *90*32 معزول
5363,5557,سدة هراب بانيو
5364,5559,"جلبة ابيض 1/2-1"" بحريني ضغط 40"
5365,2768,"سكر ايطالي 1"" نحاس TIEMME"
5366,271,"سكر ايطالي 3"" دونا"
5367,5560,طبلية خشب
5368,5562,خلاط دش اوكاي
5369,5563,خلاط مجلة جدار اوكاي
5370,5564,غطاء المونيوم 95*98سم ريبيتال
5371,5555,صفاية كروم 10*10سم ماسا
5372,660,صفاية كروم 15*15سم برم ايطالى
5373,5556,طبلون 12* 100A بدون مفتاح ريسان الفنار
5374,5565,سلك مفرد 8 ملى سويدي
5375,666,طبلون 42* 100A رئيسان مع مفتاح كامل
5376,5566,"قفيز حديد 1/2-2""U"
5377,5567,مفتاح هندى رقم 17 اتوماتيك
5378,5568,كيلون باب خشب 45 صيني
5379,5569,مخرشة حديد
5380,5363,زاوية تليس 3 متر
5381,5570,زاوية تليس 4 متر
5382,5571,خلاط مغسلة هزنت رويال الماني
5383,5561,خلاط مغسلة طويل زنك سنى ذهبي
5384,2779,غطاس قولد 1.5حصان سمنان ايطالي GSC4116C
5385,5575,خلاط مجلة جدار دائمند 613
5386,4446,كفرعربية صب اصفر
5387,5577,غطاء المونيوم  150*140سم ريبيتال
5388,5578,لمبة سنسور21 وات مدورهونداي
5389,5580,كوع ذكر تركي 25*1/2
5390,5581,كرسى افرنجى اسود 293*25 سم  ستار بلس
5391,227,سخان 50 لتر بينو خط 220
5392,5843,لطش كرستال 3اضاءت S7955/600
5393,5572,خلاط دش هزنت رويال الماني
5394,5573,خلاط شطاف هزنت رويال الماني
5395,5582,توصيلة لمبة زينة 3 خط
5396,2920,قاطع متعددمخارج400امبرالترا
5397,5583,مغسلة ابيض 40 سم  برونزو541
5398,4662,"سكر زاوية 1/2"" سلور"
5399,5596,صفاية كروم 15*15سم ماسا
5400,5597,لي كهرباء 16 ملي معمل بدرللاول
5401,5598,لي كهرباء 23 ملي معمل بدرللاول
5402,1189,"دينمو 1/4"" ايطالى بيدرولة 50*60 سركل"
5403,1187,خلاط مغسلة اتوماتيك ايطالي دونا 4705
5404,664,طبلون 30 *100A بدون مفتاح رئيسان
5405,1799,ماسورة ابيض 110 * 5.3 بحريني
5406,1190,خلاط مغسلة ماستر
5407,5344,مغسلة ابيض 504 برونزو 45 سم
5408,1188,خلاط مجلة خرم 1 اتوماتيك ايطالي دونا 4705
5409,5584,كيبل لكز 16 ملي
5410,5585,كيبل لكز 25 ملي
5411,5586,كيبل لكز 35 ملي
5412,5587,كيبل لكز 50 ملي
5413,5588,كيبل لكز 70 ملي
5414,5590,لمبة ليد ار63 -9وات
5415,5593,صفاية كروم 40*10سم ايطالى دوجي
5416,5594,صفاية كروم 50*10سم ايطالى دوجي
5417,5595,صفاية كروم 60*10سم ايطالى دوجي
5418,5589,كيبل لكز 95 ملي
5419,4491,مرايا رقم 071
5420,5599,مرايا رقم 409
5421,5601,مرايا رقم 4
5422,2908,كرسى افرنجى بيج 038 *30 ستار بلس
5423,2153,قفل علاقى 75 ملي
5424,5602,قفل علاقى 25 ملي
5425,5592,صفاية كروم 30*8.5 سم 105ايطالى دوجي
5426,5603,"سكين معجون 10"""
5427,5604,مغسلة ابيض 1/2 عمود 405 برونزو 53 سم
5428,5605,كيمرة كوميكس مخفي 4 دور
5429,4845,"ماسورة حديد 3"""
5430,5616,غطاء تنك كرسى نورس
5431,5617,لمبة زينة اصفر 50 متر2 خط ماكس
5432,4901,صندوق خدمة 25*20*15 الترا
5433,5618,نحاس 70 مم ارت
5434,2708,خلاط مجلة خرم 1 سمارت
5435,3719,كرسى افرنجى ابيض 032L*25 ستار بلس
5436,5600,مغسلة ابيض 1/2 عمود 3259 صابن سنى برونزو
5437,2149,سطل بلاستيك
5438,5619,خابور حديد 10*72
5439,5614,علاق مناشف ثنائي ثقيل 902 ستامينا
5440,5615,سيخ ارضي 1.5 متر
5441,2315,"سدة نحاس 1"""
5442,1422,سخان 50 لتر ارستون220 ب
5443,4023,خلاط بيدى يوروسمات جروهي
5444,5612,مزلاج
5445,5613,نافورة
5446,5607,خلاط مجلة خرم 1 دائمند 8001
5447,4765,لمبة زينة اصفر 50 متر2 خط وندرفول
5448,5609,غطاء كرسى افرنجى 8225 ستامينا
5449,1755,لمبة اصابع الماني 30 شمع* خط220
5450,5606,شطاف كروم فرمر
5451,470,"عازل 3/4"""
5452,1149,"عازل 1/2-2"""
5453,1415,مرايا 50*70 استيل
5454,3124,"غطاس 1"" حصان سمنان اومبرا ايطالي"
5455,5266,سخان فورى تركي VETTO 1100*220
5456,1778,بوند برميل سافيتو اخضر
5457,5453,خلاط مجلة جدار اتوماتيك ايطالي دونا 4705
5458,5611,قزاز ليد 18 وات صغير اصفر
5459,5610,قزاز ليد 36 وات كبير اصفر
5460,5608,خلاط مجلة خرم 1 دائمند 8002
5461,4233,"ماسورة ابيض 1/4-1"" بحريني ضغط40"
5462,2759,مغسلة دلاب سيجما 80 سم 2603-01
5463,5623,مغسلة دلاب سيجما 80 سم L007
5464,5624,كرسى افرنجى اسود 902 *25 ستاربلس
5465,5627,كرسى افرنجى 8267*25  ستامينا
5466,4786,"غالق مروحة 4"" بيج"
5467,5621,خلاط مجلة جدار فلورا
5468,5622,مغسلة دلاب سيجما 80 سم 603-07
5469,2310,وراقة صغيرة كروم 54SM
5470,5626,مفتاح طبلون 63 امبيررئيسان 2p
5471,5625,كرسى افرنجى ابيض نورس خزف 25 سم
5472,5628,ريشة حديد 3 مم
5473,5629,ريشة حديد 4 مم
5474,5630,ريشة حديد 5 مم
5475,5631,ريشة حديد 6 مم
5476,1610,جلبة بارد 63 ملي ضغط80
5477,5641,قفيز لي زينة
5478,5642,سبورت لايت ليد 10 سم COB هونداي
5479,5643,صفاية كروم كلين اوت 20*20سمLERNALDOم
5480,5645,صبانة سايل بحساس DPA151055Wبطارية وكهرباء
5481,5646,صبانة رغوة بحساس DPA151056Wبطارية وكهرباء
5482,5916,رول غيار صغير
5483,3592,طبلون 24 * 100A الترا ريسان مع مفتاح كامل
5484,5647,صبانة سايل بحساس 500*2 DPA151052W
5485,5648,وراقة بحساس DPA151063Wبطارية وكهرباء
5486,5649,وراقة تيفاني  DPA151060
5487,5644,صفاية كروم 50*7 سم TLS-500T304
5488,5650,وراقة تيفاني  DPA151065
5489,5652,صفاية كروم رخام  60*7 سم TLS-600T304
5490,5655,خلاط مغسلة اتوماتيك كارلمان 602 الماني
5491,5654,صفاية كروم شبك 30*7 سم TLS-300-03T304
5492,5653,صفاية كروم شبك 60*7 سم TLS-600-03T304
5493,340,"دينمو 3/4"" سمنان STA-RITE ضمان وكيل"
5494,3110,"دينمو 1/2-1"" سمنان STA-RITE ضمان وكيل"
5495,5658,خلاط مغسلة اتوماتيك كارلمان 603 الماني
5496,5659,خلاط دش اتوماتيك كارلمان 603 الماني
5497,5660,خلاط مغسلة اتوماتيك كارلمان 604 الماني
5498,5661,خلاط دش اتوماتيك كارلمان 604 الماني
5499,5662,خلاط مغسلة طويل اتوماتيك كارلمان 602 الماني
5500,5663,سيفون ضغط
5501,898,"قسام حديد 3""*1""ياباني"
5502,5657,خلاط دش اتوماتيك كارلمان 602 الماني
5503,5656,خلاط شطاف اتوماتيك كارلمان 602 الماني
5504,5465,مغسلة ابيض 1/2 عمود 002
5505,5651,صفاية كروم رخام  30*7 سم TLS-300T304
5506,5261,هراب مغسلة اتوماتيك ايطالى
5507,5665,هراب مغسلة اتوماتيك ايطالى ايطالو
5508,5666,متر 7.5 متر تاجيما
5509,4021,"مروحة شفط جدار 4""  كورى"
5510,5677,"بكرة بلاستيك مع لي 3/4"" 50 متر"
5511,5678,سلك كيمرة مع سلك كهرباء RG-59
5512,5679,سلك كيمرة مع سلك كهرباء RG-59 رقم 1
5513,5681,غطاء كرسى افرنجى ابيض دائمند 2097 نورا
5514,5373,لي جرجور اماراتي 1/2-1
5515,5682,ماسورة دش كروم مدورسقف 50سم
5516,5683,ماسورة دش كروم مدورسقف 60 سم
5517,5684,غطاء كرسى افرنجى 293 استيل ستاربلس
5518,5680,كرسى افرنجى ابيض معلق 011 ستامينا
5519,5685,صباب دش مخفى 5610
5520,5688,ماسورة رمادى 63 ملى تقيل منيف
5521,5689,كوع احمر 110 ملى ميتى صغير
5522,5686,كوع كهرباء طويل 63 مم ثقيل منيف
5523,5687,كوع كهرباء طويل 75 مم ثقيل منيف
5524,5356,ماسورة دش كروم مربع سقف 40 سم
5525,4840,مفتاح شتر باناسونيك ابيض عريض
5526,5690,مفتاح شتر ابيض لجراند
5527,5325,مغسلة ابيض 31802 وينتورية
5528,5691,"ماسورة غاز1"" ضغط 80 روماني"
5529,5692,فتحة صيانة التكيف 40*60 سم المنيوم
5530,5694,لمبة بلحة 220
5531,5632,ريشة حديد 8 مم
5532,5633,ريشة حديد 10 مم
5533,5634,ريشة حديد 12 مم
5534,403,ريشة منشار حديد هولندى
5535,2156,سلم المنيوم مزدوج 5 درج ربيتال
5536,5635,مروحة شفط 20 سم مدور220 KDK
5537,2552,مروحة شفط 15 سم مدور220 KDK
5538,5636,مروحة شفط مربع 15 KDK
5539,5640,لمبة زينة اصفر 50 متر2 خط PS
5540,2537,كوع دش كروم مخفى تريديكس
5541,5696,"شريط حديد 2"" * 15 سم"
5542,5697,"شريط حديد  3"" *15 سم"
5543,5700,ريشة جبس هولسو102مم 10سم
5544,5378,خلاط شطاف اتوماتيك ايج 310-3161
5545,5701,قاش خرقة لفة
5546,5702,سلم المنيوم مفرد 11 درج ربيتال
5547,5703,قفيز بلاستيك 3/4 اخضر
5548,5704,"قفيز بلاستيك 1"" اخضر"
5549,5109,طاسة دش مدور 30 سم
5550,2758,خلاط موضيء هنسا
5551,3686,لي شطاف 120 سم ستامينا
5552,5707,اكياس
5553,5708,بخاخ فوم كبير
5554,4281,مفتاح طبلون 63 امبيررئيسان 3p
5555,5706,شطاف كروم برونزو موديل قروهي
5556,5705,طاسة دش مدور 15 سم
5557,4770,مغسلة ابيض تحت رخام خزف
5558,5712,هوايه ابيض 110 ملى منيف
5559,5714,كوع لمبة هيلوجن شكل بوبينة
5560,5715,كرسى افرنجى ابيض 30سم اكاسيا
5561,4886,"غطاس 1""جراندفورس SB3.35"
5562,5717,"غطاس 2""جراندفورس VN5/56FL40-10551134"
5563,5558,"لي جرجور رمادي 1"""
5564,5709,"غطاس بيارة 1""صيني WQD10-10-0.75F"
5565,5710,"غطاس بيارة 1/2-1""صيني WQD15-10-1.1F"
5566,5716,كرسى افرنجى ابيض 25 سم سماميزا
5567,5034,"غطاس1""  ناشيونال"
5568,5713,هوايه رمادي 50 ملى منيف
5569,5719,طاسة دش مدور 30 سم اسباني 98899SLIMINOX
5570,5720,مفتاح مشترك اتوماتيك 17 مم
5571,5721,غراء سوبر جلو ماليزي
5572,5724,كرسى افرنجى ابيض 30 سم سماميزا
5573,5725,"شدوصل حديد اصلاح 1"" موديل"
5574,5726,اكسسوار اندا
5575,226,سخان 30 لتر سوبر هيت خط 220
5576,256,اتوماتيك دينمو ايطالي
5577,5711,"غطاس بيارة 2""صيني WQD15-15-1.5F"
5578,5718,"غطاس1"" استيل ناشيونال"
5579,4099,صفاية كروم 13*13سم بلاط ايطالى BERNALDO
5580,5727,قاطع متعدد مخارج 2500 امبير 4 مخارج 4 دخول شنيدر
5581,5729,صفاية المنيوم شبك 10*10سم خ
5582,5731,كوع دش كروم مخفى هنزقروهى
5583,5732,"جلمبو صيني 36"""
5584,5733,شنطة حديد وسط
5585,2568,لي كهرباء 23 ملي مصنع نرنو
5586,5728,صفاية كروم بلاط  30*6 سم ايطالي 6S30/T51VTC
5587,1150,صفاية المنيوم شبك 10*10سم
5588,5722,طاسة دش 20 سم مربع هنز قروهى E240
5589,5730,صفاية كروم 10*10سم بلاط ايطالى BERNALDO
5590,5734,شنطة حديد كبير
5591,5735,"ذراديا اصلي يابانى 8"""
5592,5736,"مزلاج 4"""
5593,5737,"مزلاج 6"""
5594,5738,"مزلاج 8"""
5595,5371,خلاط موضيء ليما K0148
5596,4503,"سدة قبلان اختبار 1/2"""
5597,5740,سخان 50 لتر اكواهت نايم خط 220
5598,2147,شبكة حراري تركى 12*90*32 اسود
5599,5673,خيش خشن لفة صغير
5600,5741,كشاف ليد15 سم SMDاصفر15 واتCOB هونداي
5601,5739,مغسلة ابيض 3021 ستامينا
5602,5808,علاقي استيل اسود مفرد7829
5603,5812,علاقي استيل اسود مفرد 7831
5604,5811,علاقي ثلاثي 3اضاءات 35395
5605,5813,علاقي ثلاثي 3اضاءات 6011
5606,5814,علاقي مفرد مفرد اسود حبال 7903
5607,5815,علاقي مفرد مفرد اسود حبال 7899
5608,5818,نجف استيل اسود 7798
5609,5819,كشاف ليد منقط مستطيل TF838/200/3000K
5610,5669,"مروحة سقف هوا KDK 56 """
5611,5670,قلم ماركر روكو
5612,5671,"جلبة نقاص بارد 40 ملي 1/4-1""ضغط80"
5613,2160,كوع بارد 40 ملي ضغط 80
5614,5672,"جلبة نقاص بارد 75*1/2-2"" بلاستيك"
5615,5674,"بكرة بلاستيك مع لي 1/2"" 50 متر"
5616,5675,"بكرة بلاستيك مع لي 1/2"" 30 متر"
